author,sum_art
Jyrki T. Lahtonen,7
A. J. Goldman,6
Marc Chastand,3
R. Balakrishnan,5
R. Sampathkumar,4
Lars Døvling Andersen,7
William Staton,6
Richard Stong,4
Stephen C. Locke,11
Dave Witte,8
Herman Servatius,7
Christopher Parker,3
Baogen Xu,4
Zhongfu Zhang,7
Danuta Michalak,3
Konrad J. Swanepoel,4
Pascal Préa,4
Adrian Riskin,5
Alberto Borobia,3
Peter Che Bor Lam,8
Wai Chee Shiu,9
M. Burzio,3
Henri Thuillier,9
Hervé Chabanne,5
Nicolas Sendrier,6
Steve Fisk,7
Paz Morillo,6
Petra Heijnen,3
Serge Dulucq,8
O. Guibert,3
Pierre-Vincent Koseleff,4
Kiran B. Chilakamarri,3
Jan van den Heuvel,20
Vincent Dugat,3
H. A. Jung,6
Alexander Postnikov,4
Norman Biggs,4
Jacques Labelle,4
Fred Galvin,6
Feng Tian,3
Mirko Lepovic,5
Wenchang Chu,3
J. Richard Lundgren,8
Craig W. Rasmussen,3
Shaoji Xu,8
Desiree A. Beck,3
Rao Li,3
Igor E. Zverovich,10
S. Arumugam 0001,5
Douglas F. Rall,10
D. A. Youngs,3
Joy Morris,3
Igor Kríz,5
Hacène Aït Haddadène,3
Barry L. Piazza,5
Krassimir T. Atanassov,5
Egon Schulte,8
Marietjie Frick,9
Achim Flammenkamp,3
Xiaofeng Guo,10
B. J. Vowden,5
Mark E. Watkins,7
Robert Johansson,3
Yuansheng Yang,5
Leetsch C. Hsu,3
Peter Jau-Shyong Shiue,3
Xavier Gérard Viennot,3
John P. McSorley,3
Hoang Ngoc Minh,4
Michel Petitot,3
Carmen Cortés,3
Norman J. Finizio,10
Lajos Takács,5
Lisheng Wu,4
Zhi-Hong Chen,8
P. S. Nair,4
H. R. Hind,5
Robert B. Hughes,4
Oya Ekin,6
Ronald C. Read,5
Joaquim Borges,3
Zi-Xia Song,3
Jingzhong Mao,3
Ruth Haas,5
Ronald H. Hardin,6
N. J. A. Sloane,7
Terri Lindquester,3
Robert J. Cimikowski,6
Tom Whaley,4
Brigitte Servatius,10
Daphne Der-Fen Liu,8
David A. Drake,3
Ian Anderson 0001,5
John L. Goldwasser,5
Antoine Lobstein,7
Thomas Böhme 0001,7
David A. Gregory,5
Ruqun Shen,3
Henry Jacob,3
Henry Meyniel,3
Mohammad Mahdian,3
M. Laczkovich,5
Rami P. Grossberg,6
Menachem Kojman,8
Thomas Szymczak,3
Genghua Fan,19
Carlos Munuera,7
Donatella Merlini,7
M. Cecilia Verri,6
Thomas Jech,9
Don Rawlings,8
Volodia Blinovsky,3
Michael Sheard,4
Maria Axenovich,3
Christian Laforest,5
Yaakov S. Kupitz,6
Alberto Cavicchioli,3
Eric M. Rains,11
Myung S. Chung,3
Larry A. Dunning,4
Joris van der Hoeven,3
David W. Bange,3
Anthony E. Barkauskas,3
Hélène Décoste,3
Russell Mardon,4
A. M. H. Gerards,8
Geoffrey C. Shephard,3
Jorge L. Arocha,6
L. H. Harper,5
Jiuqiang Liu,10
Kenneth Williams,3
Pavol Gvozdjak,5
Yuangqiu Huang,3
Adam Idzik,3
Wei-Ping Liu,7
Mikhail H. Klin,4
Anping Li,3
Gerhard J. M. van Wee,8
José Luis Andres Yebra,8
Vojislav Petrovic,3
Jean A. Larson,5
René van Dal,3
T. Gangopadhyay,3
Dennis White,3
Jacobus H. Koolen,4
Shankar M. Venkatesan,3
John S. Maybee,3
William Schmitt,3
Michèle Soria,5
Gerard van der Geer,6
Marcel van der Vlugt,14
Bohdan Zelinka,6
Hanns-Martin Teichert,4
Jan B. M. Melissen,4
P. C. Schuur,5
Cong Fan,3
Zhi-Yi Guo,3
Michael R. Pinter,3
Tamás Lengyel,3
L. Pushpalatha,3
Chiang Lin,5
Dragos Cvetkovic,5
Ken Ono,5
Yousef Alavi,3
Jianfang Wang,8
Jonathan David Farley,3
Bhalchandra D. Thatte,7
Brian A. Davey,4
Jean Mayer,3
M. C. Balbuena,3
Jason Fulman,3
Ivan Constantineau,4
Geoffrey Exoo,6
Gábor Ivanyos,6
Y. H. Peng,3
Francis Maurin,3
Ba-Zhong Shen,9
István Beck,3
Stein Krogdahl,3
Michal Karonski,6
Hugo Alberto Rincón-Mejía,3
Cornelis Hoede,5
Ulf-Peter Schroeder,4
Joseph F. Ryan 0001,3
Peter Bugata,3
David Moews,6
S. Gire,3
Andreas Huck,12
Mostafa Blidia,4
Xing-De Jia,4
G. Greco,3
Hongbing Fan,4
Slobodan K. Simic,3
Jürgen Eckhoff,4
Christoph Moll,4
J. C. Meyer,3
J. A. Bondy,8
Ashok T. Amin,4
Barun K. Sanyal,3
Lenhard L. Ng,3
John L. Blanchard,3
Cláudia Linhares Sales,3
Oscar Porto,4
Patrick Headley,3
K. Nomura,5
François Rodier,4
S. Arumugam,4
Hélène Barcelo,3
Michele Mulazzani,3
Douglas S. Jungreis,3
Norma Zagaglia Salvi,4
Rüdiger Rudolf,12
Jordi Recasens,5
Károly Böröczky,3
X. Zhu,3
Anne Germa,3
Attila Nagy,4
Robert A. Melter,4
Zoltán Blázsik,4
Xudong Yuan,3
Andrew Granville,5
Helen Verrall,5
Yixun Lin,4
Min-Jen Jou,3
Karel Prikry,3
David P. Robbins,4
Mariusz Meszka,5
Andrew P. Mullhaupt,3
Ester Simó,3
Neil Robertson,26
Richard P. Vitray,6
A. Muthusamy,3
P. Paulraja,5
Maria Kwasnik,3
Florian Roussel,6
Chi Wang 0002,8
Joel H. Spencer,5
Jennifer Morse,3
Hirobumi Mizuno,5
Lourens M. Pretorius,3
Conrad Johann Swanepoel,3
Owen Murphy,4
Michael R. Anderson,3
Muhammad Aslam Noor,5
Roger K. Yeh,3
Louis W. Shapiro,5
Suzanne M. Seager,4
Bridget S. Webb,4
Maurice Cochand,7
Shuichi Ueno,6
Józef H. Przytycki,3
Carsten Flotow,4
Fred C. Holroyd,5
Mihail N. Kolountzakis,7
David C. Wilson,4
Barry Guiduli,4
Cláudio Leonardo Lucchesi,3
Ryuei Nishii,3
Vojislav Mudrinski,3
G. S. Gasparian,4
Bernard Van Cutsem,3
John Maharry,4
Norbert W. Sauer,3
Imre Z. Ruzsa,6
David S. Herscovici,4
Mordechai Lewin,3
Francisco Larrión,3
Lei Zhang 0030,3
Ting-Yem Ho,3
Jou-Ming Chang,4
Ivan Rapaport,5
Arlette Gaillard,3
David R. Guichard,5
Walter W. Kirchherr,3
Rob J. M. Vaessens,4
Grahame Bennett,3
Phil Hanlon,6
Yuval Roichman,5
P. J. Owens,4
Philippe Dumas,3
Leonid A. Bassalygo,5
Shahriar Shahriari,3
Chin-Chen Chang,3
Shin-ichi Tokunaga,3
Kevin Keating,4
Robert G. Rieper,5
Patrick W. Fowler,7
Miroslav Petrovic,4
Alan Clements,6
Faridah M. Ali,3
J. K. Kishore,3
V. K. Agrawal,4
Matthew J. Thazhuthaveetil,3
Zoran Salcic,7
David Milford,3
M. H. Er,10
George Kechriotis,4
Y. K. Wong,4
Jonathan R. Vaughan,3
M. A. Fletcher,3
Jian Huang,6
Manuel Mazo,11
Luciano Boquete,3
Martyn Edwards,4
Herbert Peremans,4
F. Elguibaly,3
Mark B. Sandler,8
K. M. M. Prabhu,10
Dominique Houzet,3
Darrell Suggs,3
Giovanni Godena,3
Charles R. Allen,3
Jacob M. J. Murre,4
Rupert C. D. Young,4
Owen Holland,5
Emmanuel Skordalakis,5
Yong Kim Chong,3
Jai-Hoon Kim,4
Hamid Sarbazi-Azad,3
Chung-Ruey Lee,3
Tor Stålhane,3
James Leslie Keedy,3
Quintin I. Cutts,4
J. Lucas,3
Michael G. Gallup,3
A. J. Anderson,3
Martin Bolton,4
David Wilson,5
K. Vijayan Asari,6
Jurij F. Tasic,5
Erik L. Dagless,6
S. Lee,4
Frank-Michael Renner,3
Knuth Stener Grimsrud,3
James K. Archibald,5
J. Kelly Flanagan,4
Graham N. C. Kirby,5
Wei-Jou Duh,5
Gul N. Khan,3
Liam P. Maguire,6
K. T. Lau,4
K. M. George,6
George J. Milne,3
Josep Amat,4
Stephen B. Furber,4
Pedro Martín,4
José Luis Lázaro,3
Francisco Javier Rodríguez,4
Mike Hinchey,3
Zacharias Tsiatsoulis,3
Alicia Casals,3
Mohammad Osman Tokhi,6
Colin D. Walter,6
Martyn Thomas,3
Peter Forte,3
Koenraad Laevens,3
Roger M. Goodall,3
R. Shanmuga Sundaram,4
Philip Webb,3
Wen-Hann Wang,4
Kok-Meng Lee,6
Bernd Ulmann,4
Mohammed Yakoob Siyal,8
Mahmood Fathy,7
David A. Bradley,4
Stefan Haas,3
Jesús Ureña,4
Juan Jesús García,3
Chris Czarnecki,4
Michael R. Smith 0001,6
Jean-Marc Daveau,4
Wolfgang Kreutzer,4
Paul A. Bailes,6
Gregory F. Johnson,3
Debra Sue Wilson,3
Ching-Lin Wang,4
B. Pradeep,4
S. Mansoor Sarwar,5
Kenneth Walker,3
Ralph E. Griswold,6
Daniel P. Friedman,6
Mark J. Llewellyn,3
Janos J. Sarbo,3
Jerzy R. Nawrocki,3
Muhammed Al-Mulhem,4
Manuel Carro,3
Corrado Priami,11
Sabina Rossi,5
K. John Gough,4
Swaminathan Natarajan,3
John Placer,3
Alistair Cockburn,9
Wilma Russo,3
Teodor Rus,6
Mauro Mosconi,3
Eric J. M. Rignot,9
Ken D. Sauer,9
Stanley J. Reeves,13
Ben-Kwei Jang,5
Roland T. Chin,18
Mohammed Charif-Chefchaouni,5
Dan Schonfeld,12
Jungwoo Lee,7
Bradley W. Dickinson,7
Rajesh Rajagopalan,5
Robert D. Brandt,6
Palghat P. Vaidyanathan,7
W. Leslie Rogers,5
Jaemin Kim,4
Michael Unser,41
Ali Bilgin,4
Chenyang Xu,4
Seung P. Kim,3
Mehrdad Soumekh,14
Joseph M. Francos,20
Ricardo L. de Queiroz,20
Kyeong Joong Kim,3
Moon Gi Kang,10
Kyu Tae Park,3
Vinod Chandran,6
Boualem Boashash,22
Steve Elgar,5
Graham D. Finlayson,7
Michael J. Vrhel,9
Rob J. van der Geest,3
David B. H. Tay,8
Olivier Rioul,5
Mrinal K. Mandal,6
Charles Kervrann,5
Ping Wah Wong,19
Leen-Kiat Soh,4
Jun Zhang 0006,15
James B. Farison,4
Richard A. Olshen,6
Mehmet K. Özkan,3
Krishnamoorthy Sivakumar,7
John K. Goutsias,10
René A. Carmona,4
Jezekiel Ben-Arie,15
James E. Fowler,5
Jisang Yoo,4
Edward J. Coyle,13
Eli Shusterman,3
Meir Feder,33
Antonin Chambolle,3
Eduardo A. B. da Silva,4
Leonard T. Bruton,8
Bin Yu 0001,11
David L. Neuhoff,22
Thrasyvoulos N. Pappas,8
Bo Martins,5
Pierre Moulin,17
Aldo W. Morales,6
Sung-Jea Ko,10
Trac D. Tran,3
Truong Q. Nguyen,26
Robert D. Nowak,15
Serafim N. Efstratiadis,8
N. Parker Willis,5
Aleksandra Mojsilovic,4
Miodrag Popovic,6
Mary L. Comer,4
Alexander H. Delaney,3
Taejeong Kim,5
Imran A. Shah,3
Richard J. Kozick,7
Toshio Mike Chin,4
Zixiang Xiong,12
Joseph P. Havlicek,3
David S. Harding,4
Françoise J. Prêteux,5
Gaetano Scarano,10
Michael Elad,4
Arie Feuer,9
Franco Bartolini,11
Raja Balasubramanian,3
Jan P. Allebach,10
Takeshi Ikenaga,3
Takeshi Ogura,7
Cedric Nishan Canagarajah,4
Catalina Sbert,3
Anjan Sarkar,3
Gopal Harikumar,4
François Moreau de Saint-Martin,5
Pierre Siohan,4
Tapas Kanungo,6
Patrick L. Combettes,13
Xudong Song,4
Timo Viero,3
Vasily Strela,3
Peter N. Heller,4
Christopher Heil,3
Christoph Zetzsche,4
Roberto H. Bamberger,7
Steven L. Eddins,3
Mehran Moshfeghi,3
Nader M. Namazi,8
Haluk Derin,7
Hamid K. Aghajan,5
Babak Hossein Khalaj,3
Niranjan Damera-Venkata,3
Thomas D. Kite,3
Wilson S. Geisler,4
Youji Iiguni,6
Amir Said,5
Ge Wang,10
Frédéric Dufaux,3
Mário A. T. Figueiredo,6
Françoise Peyrin,4
Visa Koivunen,5
J. Yao,3
Hakan Caglar,6
Thomas J. Hebert,6
Thomas E. Hall,3
Zhigang Fan,7
Akram Aldroubi,15
Murray Eden,15
Xiaobing Lee,4
Nageen Himayat,3
Wenjie He,4
Natan Peterfreund,5
Zia-ur Rahman,8
Richard R. Schultz,4
Howard M. Schwartz,6
Robert A. Schowengerdt,5
Cormac Herley,10
Ramesh A. Gopinath,6
C. Sidney Burrus,16
Dae-Gwon Jeong,3
Yongyi Yang,4
Nikolas P. Galatsanos,17
Dibyendu Nandy,3
Raúl E. Sequeira,4
Morton Kanefsky,3
Seth D. Silverstein,7
Yan Huang 0010,8
Kannappan Palaniappan,3
Renato Pajarola,3
Yu-Ping Wang,5
John Rasure,5
Yu-Li You,4
Martin G. Bello,3
Pin-I Pai,5
Xueyin Lin,3
Dingji Shi,3
Javier Rodríguez Fonollosa,9
Gary E. Kopec,7
Adrian G. Bors,5
Samit Basu,5
Xiqi Gao,4
Mark R. Luettgen,3
Mark A. Anastasio,5
Xiaochuan Pan,9
Giovanni Jacovitti,10
Judy Liao,3
Richard A. Haddad,13
Xuguang Yang,3
Jean-Marc Chassery,6
Yeong-Taeg Kim,3
Christopher F. Barnes,6
Farook Sattar,5
Giovanni Ramponi,12
Nguyen T. Thao,7
Azeddine Beghdadi,5
Renato Kresch,4
Yucel Altunbasak,6
Mou-Yen Chen,3
Sarang C. Joshi,3
Thomas W. Parks,17
Robert J. Safranek,4
Bin Tian,4
Xiaonong Ran,3
Jayant Shah,6
Homer H. Pien,4
Anders Åström,4
Per-Erik Danielsson,5
Fernand S. Cohen,16
Dominic Grenier,3
Anthony J. Devaney,13
Monson H. Hayes III,5
Leonid I. Perlovsky,10
Charles G. Boncelet Jr.,9
Charles T. Retter,4
Adel I. El-Fallah,3
Gary E. Ford,6
Charles L. Byrne,11
Paul W. Fieguth,6
Cheuk L. Chan,5
Alan V. Sahakian,4
Scott T. Acton,10
Prabhakar S. Naidu,5
Julian F. Y. Cheung,8
Wojciech Pieczynski,8
Nikos Nikolaidis,3
Ruikang Yang,3
Joseph A. O'Sullivan,11
Dimitris Nicolas Politis,3
Jong-Kae Fwu,3
R. E. Roger,3
Michael E. Zervakis,5
Taek Mu Kwon,8
Edward H. Adelson,4
Wen-Liang Hwang,6
Yibin Zheng,5
Peter C. Doerschuk,10
Nikos D. Sidiropoulos,5
Kyung-Hoon Lee,4
J. Ross Beveridge,6
David S. Taubman,3
Jesse Bennett,4
Ouseb Lee,4
Su S. Chen,3
Mark R. Banham,4
Mohamed A. Deriche,6
Kaijun Tang,3
John A. Stuller,5
Behrooz Kamgar-Parsi,6
Kohtaro Asai,3
Gongzhu Hu,5
Bayan S. Sharif,3
En-Hui Yang,17
Samuel Moon-Ho Song,3
Sandy Napel,5
Norbert J. Pelc,3
Richard G. Baraniuk,18
Thomas L. Marzetta,7
Balas K. Natarajan,7
Jozsef Vass,3
Hamid Soltanian-Zadeh,7
Joe P. Windham,6
Andrew E. Yagle,39
Geir Storvik,4
Christian Ronse,11
Tai-Chiu Hsung,4
Eli Saber,6
Daechul Park,3
Helmut Bölcskei,3
Augustus J. E. M. Janssen,16
Nader Mohsenian,5
Lin-Cheng Wang,4
J. Andrew Bangham,6
Paul D. Ling,4
Carlos Alberto Berenstein,6
David Francis Walnut,3
Nam C. Phamdo,4
Jian-Hong Hu,3
Patrick T. Cahill,3
Frank M. Candocia,5
Malek Adjouadi,4
Maurits Malfait,3
Fadil Santosa,6
Candemir Toklu,3
Didier Vray,3
Volkan Atalay,5
Rasmus Larsen 0001,3
Xiaoou Tang,4
Richard L. Baker,3
Anand Narasimhan,3
Sam-Kit Sin,4
Chieh-Min Fan,3
Zou Mou-Yan,3
Jonathan D. Michel,4
Vincent J. Velten,3
Doina Petrescu,3
Ioan Tabus,5
Lance M. Kaplan,6
M. Omair Ahmad,8
M. N. S. Swamy,23
Marcelo J. Weinberger,11
Jin Li 0001,4
King Ngi Ngan,8
Frédéric Guichard,3
Jennifer L. H. Webb,4
David C. Munson Jr.,8
Joseph M. Reinhardt,4
Osama K. Al-Shaykh,3
Yui-Lam Chan,4
Arye Nehorai,36
Robin D. Morris,4
Zhi-Pei Liang,8
Michael C. Wicks,5
Seung-Jong Choi,4
Gozde Bozdagi,6
Michael D. Garris,3
Richard N. Czerwinski,3
Chang-Su Kim,4
Mark J. Carlotto,4
Duraisamy Sundararajan,3
Samir I. Shaheen,4
Evangelos E. Milios,15
Euripides G. M. Petrakis,4
Jeffrey J. Rodríguez,6
Luis Garrido,3
Tsann-Shyong Liu,5
Ronald W. Schafer,12
Jean Serra,10
Demetrios G. Sampson,3
Joseph N. Said,3
Matthew S. Crouse,3
Jason Knipe,3
Mila Nikolova,5
Jianping Pan,4
P. P. Raghu,5
Wei-Ming Chen,3
Rongrui Xiao,4
Fernando A. Mujica,3
Romain Murenzi,6
Ahmed S. Abutaleb,3
S. Unnikrishna Pillai,10
John M. M. Anderson,6
Wenyuan Xu,4
Damiana Lazzaro,3
Shaun Quegan,7
Andrea Trucco,6
Iraklis M. Spiliotis,3
Alexander C. Loui,4
Kenneth Carless Smith,4
Deepa Kundur,3
Mareboyana Manohar,3
James C. Tilton,6
Richard Y. Chiao,4
Olivier Egger,3
X. C. Jin,3
Jayasooriah,6
Barbara E. Schmitz,3
Xiaoli Yu,5
Salil Prabhakar,4
Lin Hong,6
Nikhil Balram,3
Jia-Lin Chen,6
Amlan Kundu,4
Jean-Philippe Tarel,3
Hamid Krim,11
Cheng-Chang Lien,4
Vasu Parthasarathy,4
Berkman Sahiner,8
Zhengwei Yang,3
Zhiqian Wang,4
Stephan R. Yhann,3
Tzay Y. Young,4
Giovanni Corsini,4
Lucio Verrazzani,5
Jean-Marc Odobez,3
Anastasios Delopoulos,4
Vassili A. Kovalev,3
Venkataramanan Balakrishnan,4
Peter D. Scott,3
Donald E. Pearson,3
Thomas S. Denney Jr.,6
W. Kenneth Jenkins,4
Charles D. Creusere,5
Behzad Kamgar-Parsi,8
S. Sanjay-Gopal,3
Chung-Ho Chen,5
Mahmoud Meribout,4
John B. Weaver,5
Jian Lu,6
Gopalan Ravichandran,3
Xian Liu,3
Roberto Manduchi,7
Dong Wei,5
Reiner Eschbach,8
Gordana Pavlovic,4
Joseph Hoshen,3
Giorgio Bonmassar,5
Zhenyu Wu,3
Shy-Shyan Chen,3
C. H. Chen,4
Guoping Qiu,3
Majid Mirmehdi,7
Mark Hedley,7
Haiyan Wang,3
Hsin-Chih Lin,5
Ling-Ling Wang,13
Chulhee Lee,11
Michael M. Chang,4
Jérôme Idier,6
Ali Mohammad-Djafari,4
Franco Fontana,3
Ingrid Daubechies,8
Eric L. Miller,6
Hayit Greenspan,3
Franck Luthon,3
Nan K. Loh,5
Armando Manduca,4
Frédéric Noo,4
Michel Defrise,6
Richard Rau,3
James H. McClellan,11
K. Raghunath Rao,17
Andrew Laine,7
Jian Fan,3
Leslie J. Kitchen,4
Douglas Cochran,3
Samuel Matej,7
Alessandro Piva,4
Oh-Kyu Kwon,3
Raouf Hamzaoui,3
Jin Li,6
J. Alex Stark,4
David M. Chelberg,9
Mark D. Fairchild,8
Alfred Taudes,7
Martin Natter,5
Jae Yun Moon,3
Elizabeth More,4
Eswaran Subrahmanian,6
Arthur Westerberg,4
Qi Zhao,3
Tarun K. Sen,6
John S. Edwards,6
Peiwei Mi,4
Rajendra P. Srivastava,6
Mark E. Nissen,4
Miklos A. Vasarhelyi,3
Soon-Young Huh,3
Hyun Soo Kim,3
William E. Spangler,5
Guido L. Geerts,3
Stephen Helmreich,3
Stuart M. Shieber,16
Michel P. Féret,4
Roman Slowinski,14
Lucja Iwanska,6
Andrew R. Haas,4
Robin Cohen,8
Elizabeth A. Hinkelman,4
Theresa Beaubouef,3
John S. Breese,7
Kenneth Yip,4
Gerry Kelleher,3
Linda C. van der Gaag,6
Terry Patten,3
Henry E. Kyburg Jr.,9
David M. Steier,7
Sunil Cherian,3
Wade Troxell,4
Stan Szpakowicz,4
Aijun An,3
Shusaku Tsumoto,7
Hiroshi Tanaka,4
Mark Johnson 0001,18
André Trudel,4
Peter C. Cheeseman,6
David L. Poole,4
Owen Rambow,10
Lance A. Ramshaw,4
Steven L. Lytinen,3
Robert R. Burridge,3
Ralph Gasser,3
Robert E. Mercer,4
Mark Shirley,3
Tom Fawcett,5
Tilman Becker,3
James Rogers,6
G. Bowden Wise,5
Alistair Knott,3
Gertjan van Noord,16
Amit Bandopadhay,3
Massimo Zancanaro,3
Pearl Pu,4
Adam Mrózek,4
M. Eric Johnson,4
Michael H. Rothkopf,6
Fangruo Chen,8
John J. Bartholdi III,7
Donald D. Eisenstein,3
Paul H. Zipkin,10
Hélène Mercure,4
K. P. K. Nair,3
Yash P. Aneja,8
Ronald K. Klimberg,3
Jared L. Cohon,3
Candace Arai Yano,5
Jing-Sheng Song,7
Guillermo Gallego 0001,7
Dev Joneja,3
Daning Sun,5
Craig W. Kirkwood,4
Y. L. Chen,5
Arnold Reisman,5
Cree S. Dawson,3
R. Bradford Murphy,3
Eric Wolman,3
Juan José Salazar González,4
Phillip J. Lederer,4
Thomas L. Saaty,3
Leo G. Kroon,3
Jonathan P. Caulkins,5
Sheng-Roan Kai,4
Marc J. Schniederjans,9
Yu-Sheng Zheng,9
Robert L. Winkler,3
Robert T. Clemen,3
Reza H. Ahmadi,13
Rajan Batta,16
Mark H. Karwan,11
Gur Mosheiov,8
Leroy B. Schwarz,3
Marshall L. Fisher,5
Richard C. Larson,5
Jacques-François Thisse,6
Anantaram Balakrishnan,12
Jay B. Ghosh,14
Philip C. Jones,4
Salvatore Ricciardelli,4
Eric V. Denardo,3
Christopher S. Tang,4
John Mittenthal,3
Madabhushi Raghavachari,3
Ram Akella,3
S. Rajagopalan,5
Medini R. Singh,3
Mark L. Spearman,3
Ümit Bilge,3
Gündüz Ulusoy,7
Edward H. Kaplan,4
Moustapha Diaby,3
Samar K. Mukhopadhyay,3
Donald L. Keefer,5
Susana V. Mondschein,3
J. David Fuller,3
Alain Martel,3
Yvan Dumas,4
Sven Axsäter,5
Tava Lennon Olsen,3
Garrett J. van Ryzin,8
James E. Smith 0003,5
Kevin F. McCardle,4
Hirofumi Matsuo,4
Kamran Moinzadeh,5
Morris A. Cohen,7
Jason D. Papastavrou,4
Robert B. Dial,4
William S. Lovejoy,6
Ralph L. Keeney,5
Charles E. Noon,4
Charles E. Wells,9
Samer Takriti,6
James M. Tien,8
Thomas E. Morton,6
Octavio Richetta,3
Narendra Agrawal,3
Dan Landy,3
Markus Ettl,3
Samir Kotob,3
Kun-Jen Chung,8
Iraj Saniee,5
Saligrama R. Agnihothri,3
Uday S. Karmarkar,3
Louis A. Martin-Vega,3
Fikri Karaesmen,3
Kurt M. Bretthauer,5
Scott Webster,4
Christine A. Shoemaker,4
Maqbool Dada,3
Timothy L. McDaniels,4
M. Berg,3
H. Zhao,3
Athanassios N. Avramidis,4
Jack C. Hayya,4
I-Jeng Wang,3
Devanath Tirupati,5
Luis Gouveia,7
Hugh J. Miser,6
Pekka J. Korhonen,5
Erik Demeulemeester,3
Bajis Dodin,3
Willy Herroelen,6
Haim Mendelson,8
Miles G. Nicholls,3
Samuel E. Bodily,3
Arnold Barnett,4
Muhittin Oral,5
Ossama Kettani,3
James Flynn,3
Bernard J. Matkowsky,6
Zeev Schuss,3
Pekka Korhonen,3
Yigal Gerchak,6
Ahti A. Salo,3
Sarah M. Ryan,3
Ananth V. Iyer,4
George L. Vairaktarakis,5
Pekka Salminen,3
David M. Panton,3
Alix Munier,5
Warren H. Hausman,4
Young-Soo Myung,5
Hu-gon Kim,3
Zeger Degraeve,7
Raymond K.-M. Cheung,6
Richard A. Sandbothe,4
Eric Rosenberg,3
Michael J. Magazine,4
Jean-François Cordeau,4
Evan L. Porteus,5
G. L. Xue,4
Carin M. Zwaneveld,3
Byung-Wook Wie,5
Michael A. Trick,6
Michal Tzur,3
Bin Ran,3
Richard E. Chatwin,3
Robert Herman,3
Hyo-Seong Lee,4
Robert F. Bordley,3
Dan Trietsch,5
Linus Schrage,4
Ulrich W. Thonemann,3
Christian Michelot,3
Wheyming Tina Song,3
James L. Zydiak,3
Yehuda Bassok,4
Ralph Badinelli,3
Stephen M. Gilbert,3
Kazuo J. Ezawa,3
Carlton H. Scott,3
Helmut Schneider,3
Kwei Tang,3
Yuandong Ji,3
Edward J. Anderson,4
Elena Fernández,3
Robert S. Garfinkel,4
Vladimir Kotov,4
Thomas S. Wallsten,3
Ashok Kumar,8
Jaideep Motwani,6
Chun Hung Cheng,10
Ilkyeong Moon,4
Lori S. Franz,4
T. Wang,4
Okitsugu Fujiwara,4
Benjamin Lev,7
Robert D. Plante,4
James R. Evans,5
William J. Hurley,3
Bernard Gendron,4
Thomas L. Morin,4
John J. Kanet,5
V. Sridharan,3
Jeffrey B. Sidney,7
David R. Kraay,3
Bruce W. Lamar,5
Zhimin Zhang,5
Edzard S. Gelsema,7
S. K. Singh,5
B. Uma Shankar,3
Andrew D. H. Thomas,3
C. Marchesi,3
Geok See Ng,6
Harcharan Singh,3
Chris A. Glasbey,3
Syin Chan,3
Kok F. Lai,4
Attila Lerch,3
Erwin R. Komen,4
José M. Peña 0001,4
Antony T. Popov,3
John N. Mordeson,27
W. P. de Waard,3
Wenhua Wan,3
Rémy Malgouyres,9
Subhash C. Bagui,3
S. C. Sahasrabudhe,4
Minghua Chen,3
Giovanni Gallo,6
Salvatore Spinello,4
Paul C. Smits,8
Jens Arnspang,4
David B. Sher,6
Meghanad D. Wagh,3
Pekka J. Toivanen,4
Changming Sun,4
Jianguo Wang,3
Konstantinos Daniilidis,4
Xuhong Xiao,3
Kim Shearer,5
Jim Piper,4
Dongil Han,3
Bum-Jae You,4
Petri Hirvonen,3
Martin R. Varley,3
Trevor J. Terrell,3
Pui-Kin Ser,3
Stefano Rizzi,8
Dariu Gavrila,3
Phen-Lan Lin,3
Hung-Tat Tsui,3
Federico Thomas,3
Avraham Margalit,4
Anton H. J. Koning,3
Dinabandhu Bhandari,8
Robert S. Caprari,3
Robert A. McLaughlin,3
Michael D. Alder,6
Christopher J. S. de Silva,4
Michel Dhome,5
Olli Silvén,4
Imants D. Svalbe,5
Vito Di Gesù,9
Derek C. W. Pao,3
R. Jayakumar,3
Eitan Gurewitz,3
Wilson C. Y. Lam,4
Lam T. S. Lam,3
Jean-José Jacq,4
Albert Bijaoui,7
L. Radouane,3
John D. Lamb,5
Luigi Bedini,10
Anna Tonazzini,11
Virendra C. Bhavsar,9
Barbara Zitová,4
Jaroslav Kautsky,3
Maurice Milgram,3
Shan Suthaharan,8
Jukka Heikkonen,5
Ruowei Zhou,4
Hiok Chai Quek,8
Nickolas D. Gorsky,4
Andrea Guerriero,3
Paul F. Whelan,3
Jongwoo Kim,3
Xiang Pan,4
Peter W. M. Tsang,8
André S. E. Koster,4
Mohamed M. Bayoumi,4
Jouko Lampinen,4
M. Aswatha Kumar,4
Marco Protti,5
Yea S. Huang,5
Alexander Toet,8
Swarup Medasani,3
Deepak Khemani,3
Fatos T. Yarman-Vural,3
Andrea Garzelli,5
C. Allen Sher,3
Dimitrios Ioannou,4
Kanti V. Mardia,4
T. J. Hainsworth,3
Hans Bandemer,6
Nikzad Benny Toomarian,4
Gabriel Cristóbal,4
Roberto Marabini,4
Peter Veelaert,8
Pierre Soille,12
Guo-Can Feng,7
Haiying Liu,3
Joachim Denzler,3
Iris Fermin,4
Peng-Yeng Yin,11
Raj Bhatnagar,3
Michel Schmitt,7
Juliette Mattioli,3
Michael J. Kurtz,4
Xixian Chen,4
Roberto Togneri,4
Yianni Attikiouzel,9
